Country,entry,date
Belgium,21778.0,2016-06-01
Jamaica,26751.0,2016-06-01
Norway,32408.0,2016-06-01
Bahamas,18949.0,2016-06-01
Guatemala,25988.0,2016-06-01
Russia,24558.0,2016-06-01
Honduras,20701.0,2016-06-01
El Salvador,17842.0,2016-06-01
Poland,22204.0,2016-06-01
Austria,13200.0,2016-06-01
Nigeria,13820.0,2016-06-01
Saudi Arabia,14722.0,2016-06-01
Panama,15044.0,2016-06-01
Trinidad And Tobago,13405.0,2016-06-01
Singapore,17101.0,2016-06-01
Turkey,25493.0,2016-06-01
Hong Kong,16437.0,2016-06-01
Portugal,10713.0,2016-06-01
Finland,15201.0,2016-06-01
South Africa,13232.0,2016-06-01
Haiti,14594.0,2016-06-01
Vietnam,12821.0,2016-06-01
United Kingdom,403778.0,2015-06-01
Japan,295268.0,2015-06-01
"China, PRC",215206.0,2015-06-01
South Korea,147947.0,2015-06-01
Brazil,170175.0,2015-06-01
Germany,172621.0,2015-06-01
France,135151.0,2015-06-01
India,133701.0,2015-06-01
Australia,139813.0,2015-06-01
Italy,96079.0,2015-06-01
Argentina,55706.0,2015-06-01
Colombia,106846.0,2015-06-01
Spain,74667.0,2015-06-01
Netherlands,55758.0,2015-06-01
Ireland,52171.0,2015-06-01
Sweden,62136.0,2015-06-01
Venezuela,41118.0,2015-06-01
Taiwan,48636.0,2015-06-01
Switzerland,40889.0,2015-06-01
Dominican Republic,29902.0,2015-06-01
Ecuador,20942.0,2015-06-01
Israel,38662.0,2015-06-01
Chile,23236.0,2015-06-01
Denmark,31433.0,2015-06-01
Costa Rica,15326.0,2015-06-01
Philippines,23338.0,2015-06-01
New Zealand,30294.0,2015-06-01
Peru,20188.0,2015-06-01
Belgium,25239.0,2015-06-01
Jamaica,21449.0,2015-06-01
Norway,42443.0,2015-06-01
Bahamas,16680.0,2015-06-01
Guatemala,22685.0,2015-06-01
Russia,24474.0,2015-06-01
Honduras,17177.0,2015-06-01
El Salvador,15753.0,2015-06-01
Poland,19855.0,2015-06-01
Austria,14857.0,2015-06-01
Nigeria,13932.0,2015-06-01
Saudi Arabia,18988.0,2015-06-01
Panama,11171.0,2015-06-01
Trinidad And Tobago,13902.0,2015-06-01
Singapore,18153.0,2015-06-01
Turkey,21770.0,2015-06-01
Hong Kong,15112.0,2015-06-01
Portugal,9935.0,2015-06-01
Finland,16195.0,2015-06-01
South Africa,13999.0,2015-06-01
Haiti,10044.0,2015-06-01
Vietnam,11400.0,2015-06-01
United Kingdom,334379.0,2014-06-01
Japan,289638.0,2014-06-01
"China, PRC",187602.0,2014-06-01
South Korea,133790.0,2014-06-01
Brazil,138998.0,2014-06-01
Germany,156768.0,2014-06-01
France,129632.0,2014-06-01
India,116728.0,2014-06-01
Australia,130010.0,2014-06-01
Italy,88257.0,2014-06-01
Argentina,46724.0,2014-06-01
Colombia,101095.0,2014-06-01
Spain,70001.0,2014-06-01
Netherlands,47387.0,2014-06-01
Ireland,44734.0,2014-06-01
Sweden,57901.0,2014-06-01
Venezuela,42739.0,2014-06-01
Taiwan,48401.0,2014-06-01
Switzerland,37806.0,2014-06-01
Dominican Republic,25233.0,2014-06-01
Ecuador,18655.0,2014-06-01
Israel,32451.0,2014-06-01
Chile,21703.0,2014-06-01
Denmark,28237.0,2014-06-01
Costa Rica,15580.0,2014-06-01
Philippines,19291.0,2014-06-01
New Zealand,27118.0,2014-06-01
Peru,17018.0,2014-06-01
Belgium,24700.0,2014-06-01
Jamaica,17611.0,2014-06-01
Norway,41298.0,2014-06-01
Bahamas,16430.0,2014-06-01
Guatemala,21901.0,2014-06-01
Russia,34451.0,2014-06-01
Honduras,17133.0,2014-06-01
El Salvador,11286.0,2014-06-01
Poland,19672.0,2014-06-01
Austria,15538.0,2014-06-01
Nigeria,12567.0,2014-06-01
Saudi Arabia,25946.0,2014-06-01
Panama,11187.0,2014-06-01
Trinidad And Tobago,13230.0,2014-06-01
Singapore,18139.0,2014-06-01
Turkey,20502.0,2014-06-01
Hong Kong,13152.0,2014-06-01
Portugal,9628.0,2014-06-01
Finland,15605.0,2014-06-01
South Africa,12572.0,2014-06-01
Haiti,9575.0,2014-06-01
Vietnam,9981.0,2014-06-01
United Kingdom,333383.0,2013-06-01
Japan,293758.0,2013-06-01
"China, PRC",155402.0,2013-06-01
South Korea,131007.0,2013-06-01
Brazil,151273.0,2013-06-01
Germany,162516.0,2013-06-01
France,120231.0,2013-06-01
India,112074.0,2013-06-01
Australia,133355.0,2013-06-01
Italy,80460.0,2013-06-01
Argentina,56810.0,2013-06-01
Colombia,95001.0,2013-06-01
Spain,59745.0,2013-06-01
Netherlands,51796.0,2013-06-01
Ireland,45941.0,2013-06-01
Sweden,54058.0,2013-06-01
Venezuela,56260.0,2013-06-01
Taiwan,47189.0,2013-06-01
Switzerland,37856.0,2013-06-01
Dominican Republic,22484.0,2013-06-01
Ecuador,15408.0,2013-06-01
Israel,31068.0,2013-06-01
Chile,18128.0,2013-06-01
Denmark,25741.0,2013-06-01
Costa Rica,13321.0,2013-06-01
Philippines,19523.0,2013-06-01
New Zealand,24612.0,2013-06-01
Peru,14765.0,2013-06-01
Belgium,23451.0,2013-06-01
Jamaica,15426.0,2013-06-01
Norway,39360.0,2013-06-01
Bahamas,16288.0,2013-06-01
Guatemala,19960.0,2013-06-01
Russia,31243.0,2013-06-01
Honduras,15288.0,2013-06-01
El Salvador,9576.0,2013-06-01
Poland,16575.0,2013-06-01
Austria,14466.0,2013-06-01
Nigeria,10180.0,2013-06-01
Saudi Arabia,34156.0,2013-06-01
Panama,9628.0,2013-06-01
Trinidad And Tobago,11208.0,2013-06-01
Singapore,19123.0,2013-06-01
Turkey,17776.0,2013-06-01
Hong Kong,12666.0,2013-06-01
Portugal,8960.0,2013-06-01
Finland,14785.0,2013-06-01
South Africa,14041.0,2013-06-01
Haiti,8106.0,2013-06-01
Vietnam,7596.0,2013-06-01
United Kingdom,328645.0,2012-06-01
Japan,286967.0,2012-06-01
"China, PRC",121226.0,2012-06-01
South Korea,116625.0,2012-06-01
Brazil,127871.0,2012-06-01
Germany,158813.0,2012-06-01
France,117587.0,2012-06-01
India,87945.0,2012-06-01
Australia,109932.0,2012-06-01
Italy,75543.0,2012-06-01
Argentina,45883.0,2012-06-01
Colombia,75460.0,2012-06-01
Spain,58401.0,2012-06-01
Netherlands,49366.0,2012-06-01
Ireland,36711.0,2012-06-01
Sweden,47503.0,2012-06-01
Venezuela,43801.0,2012-06-01
Taiwan,32053.0,2012-06-01
Switzerland,37225.0,2012-06-01
Dominican Republic,24822.0,2012-06-01
Ecuador,13189.0,2012-06-01
Israel,28886.0,2012-06-01
Chile,14591.0,2012-06-01
Denmark,24379.0,2012-06-01
Costa Rica,13609.0,2012-06-01
Philippines,15289.0,2012-06-01
New Zealand,22902.0,2012-06-01
Peru,12804.0,2012-06-01
Belgium,22532.0,2012-06-01
Jamaica,14348.0,2012-06-01
Norway,34211.0,2012-06-01
Bahamas,16268.0,2012-06-01
Guatemala,19953.0,2012-06-01
Russia,24935.0,2012-06-01
Honduras,14458.0,2012-06-01
El Salvador,9904.0,2012-06-01
Poland,12757.0,2012-06-01
Austria,14474.0,2012-06-01
Nigeria,7583.0,2012-06-01
Saudi Arabia,36175.0,2012-06-01
Panama,11424.0,2012-06-01
Trinidad And Tobago,12400.0,2012-06-01
Singapore,19979.0,2012-06-01
Turkey,16656.0,2012-06-01
Hong Kong,14019.0,2012-06-01
Portugal,8904.0,2012-06-01
Finland,14556.0,2012-06-01
South Africa,12749.0,2012-06-01
Haiti,6994.0,2012-06-01
Vietnam,6500.0,2012-06-01
United Kingdom,322413.0,2011-06-01
Japan,239320.0,2011-06-01
"China, PRC",85309.0,2011-06-01
South Korea,109639.0,2011-06-01
Brazil,113117.0,2011-06-01
Germany,178532.0,2011-06-01
France,124878.0,2011-06-01
India,84210.0,2011-06-01
Australia,106194.0,2011-06-01
Italy,79361.0,2011-06-01
Argentina,37589.0,2011-06-01
Colombia,65790.0,2011-06-01
Spain,67388.0,2011-06-01
Netherlands,50111.0,2011-06-01
Ireland,36701.0,2011-06-01
Sweden,48211.0,2011-06-01
Venezuela,35193.0,2011-06-01
Taiwan,32896.0,2011-06-01
Switzerland,36908.0,2011-06-01
Dominican Republic,21825.0,2011-06-01
Ecuador,14915.0,2011-06-01
Israel,29694.0,2011-06-01
Chile,14656.0,2011-06-01
Denmark,28166.0,2011-06-01
Costa Rica,12807.0,2011-06-01
Philippines,13426.0,2011-06-01
New Zealand,20690.0,2011-06-01
Peru,13475.0,2011-06-01
Belgium,22091.0,2011-06-01
Jamaica,13246.0,2011-06-01
Norway,32640.0,2011-06-01
Bahamas,17450.0,2011-06-01
Guatemala,19199.0,2011-06-01
Russia,20865.0,2011-06-01
Honduras,12539.0,2011-06-01
El Salvador,9992.0,2011-06-01
Poland,14143.0,2011-06-01
Austria,13812.0,2011-06-01
Nigeria,6291.0,2011-06-01
Saudi Arabia,19522.0,2011-06-01
Panama,10152.0,2011-06-01
Trinidad And Tobago,11191.0,2011-06-01
Singapore,18328.0,2011-06-01
Turkey,13528.0,2011-06-01
Hong Kong,13947.0,2011-06-01
Portugal,9434.0,2011-06-01
Finland,14062.0,2011-06-01
South Africa,10776.0,2011-06-01
Haiti,7440.0,2011-06-01
Vietnam,5382.0,2011-06-01
United Kingdom,455044.0,2019-07-01
Japan,315218.0,2019-07-01
"China, PRC",304336.0,2019-07-01
South Korea,222906.0,2019-07-01
Germany,201021.0,2019-07-01
Brazil,180191.0,2019-07-01
France,217769.0,2019-07-01
India,138234.0,2019-07-01
Australia,124444.0,2019-07-01
Italy,108939.0,2019-07-01
Spain,93994.0,2019-07-01
Colombia,80069.0,2019-07-01
Argentina,87491.0,2019-07-01
Netherlands,103315.0,2019-07-01
Taiwan,49767.0,2019-07-01
Ireland,46537.0,2019-07-01
Switzerland,62208.0,2019-07-01
Israel,48060.0,2019-07-01
Ecuador,38163.0,2019-07-01
Dominican Republic,55797.0,2019-07-01
Sweden,35279.0,2019-07-01
Chile,41122.0,2019-07-01
Venezuela,34986.0,2019-07-01
Denmark,43031.0,2019-07-01
Peru,33699.0,2019-07-01
Philippines,29635.0,2019-07-01
New Zealand,37421.0,2019-07-01
Costa Rica,25344.0,2019-07-01
Belgium,39026.0,2019-07-01
Jamaica,45537.0,2019-07-01
Bahamas,35814.0,2019-07-01
Norway,32048.0,2019-07-01
Russia,20461.0,2019-07-01
Guatemala,18823.0,2019-07-01
Poland,22182.0,2019-07-01
El Salvador,19861.0,2019-07-01
Austria,23563.0,2019-07-01
Honduras,21270.0,2019-07-01
Panama,13873.0,2019-07-01
Trinidad And Tobago,21170.0,2019-07-01
Singapore,13744.0,2019-07-01
Turkey,12673.0,2019-07-01
Saudi Arabia,23337.0,2019-07-01
Hong Kong,18450.0,2019-07-01
Portugal,13737.0,2019-07-01
Nigeria,18786.0,2019-07-01
Finland,9361.0,2019-07-01
Vietnam,13110.0,2019-07-01
Czech Republic,10562.0,2019-07-01
United Arab Emirates,19194.0,2019-07-01
United Kingdom,449450.0,2018-07-01
Japan,293066.0,2018-07-01
"China, PRC",324725.0,2018-07-01
South Korea,218681.0,2018-07-01
Brazil,196084.0,2018-07-01
Germany,200167.0,2018-07-01
France,212398.0,2018-07-01
India,128123.0,2018-07-01
Australia,121829.0,2018-07-01
Italy,108389.0,2018-07-01
Argentina,100670.0,2018-07-01
Colombia,85691.0,2018-07-01
Spain,89025.0,2018-07-01
Netherlands,105493.0,2018-07-01
Ireland,45340.0,2018-07-01
Sweden,37859.0,2018-07-01
Venezuela,45472.0,2018-07-01
Taiwan,50823.0,2018-07-01
Switzerland,65322.0,2018-07-01
Dominican Republic,53803.0,2018-07-01
Ecuador,35586.0,2018-07-01
Israel,45009.0,2018-07-01
Chile,40203.0,2018-07-01
Denmark,48761.0,2018-07-01
Costa Rica,24779.0,2018-07-01
Philippines,25732.0,2018-07-01
New Zealand,38073.0,2018-07-01
Peru,30669.0,2018-07-01
Belgium,40643.0,2018-07-01
Jamaica,47943.0,2018-07-01
Norway,33850.0,2018-07-01
Bahamas,34996.0,2018-07-01
Guatemala,18318.0,2018-07-01
Russia,21656.0,2018-07-01
Honduras,20432.0,2018-07-01
El Salvador,19996.0,2018-07-01
Poland,21066.0,2018-07-01
Austria,24105.0,2018-07-01
Nigeria,23299.0,2018-07-01
Saudi Arabia,27168.0,2018-07-01
Panama,12024.0,2018-07-01
Trinidad And Tobago,19152.0,2018-07-01
Singapore,12716.0,2018-07-01
Turkey,12583.0,2018-07-01
Hong Kong,17041.0,2018-07-01
Portugal,12218.0,2018-07-01
Finland,8450.0,2018-07-01
South Africa,12823.0,2018-07-01
Haiti,15170.0,2018-07-01
Vietnam,12824.0,2018-07-01
United Kingdom,425962.0,2017-07-01
Japan,308341.0,2017-07-01
"China, PRC",358270.0,2017-07-01
South Korea,219753.0,2017-07-01
Brazil,182291.0,2017-07-01
Germany,196084.0,2017-07-01
France,202962.0,2017-07-01
India,125628.0,2017-07-01
Australia,117862.0,2017-07-01
Italy,101040.0,2017-07-01
Argentina,107466.0,2017-07-01
Colombia,77691.0,2017-07-01
Spain,84021.0,2017-07-01
Netherlands,101610.0,2017-07-01
Ireland,43228.0,2017-07-01
Sweden,38190.0,2017-07-01
Venezuela,51751.0,2017-07-01
Taiwan,50312.0,2017-07-01
Switzerland,64250.0,2017-07-01
Dominican Republic,52586.0,2017-07-01
Ecuador,35434.0,2017-07-01
Israel,42935.0,2017-07-01
Chile,36084.0,2017-07-01
Denmark,44134.0,2017-07-01
Costa Rica,23403.0,2017-07-01
Philippines,25760.0,2017-07-01
New Zealand,34973.0,2017-07-01
Peru,29985.0,2017-07-01
Belgium,38752.0,2017-07-01
Jamaica,47500.0,2017-07-01
Norway,34889.0,2017-07-01
Bahamas,34702.0,2017-07-01
Guatemala,18403.0,2017-07-01
Russia,28244.0,2017-07-01
Honduras,20736.0,2017-07-01
El Salvador,20183.0,2017-07-01
Poland,19981.0,2017-07-01
Austria,23722.0,2017-07-01
Nigeria,24104.0,2017-07-01
Saudi Arabia,28611.0,2017-07-01
Panama,11682.0,2017-07-01
Trinidad And Tobago,19212.0,2017-07-01
Singapore,10749.0,2017-07-01
Turkey,15365.0,2017-07-01
Hong Kong,17905.0,2017-07-01
Portugal,11739.0,2017-07-01
Finland,8961.0,2017-07-01
South Africa,12879.0,2017-07-01
Haiti,16208.0,2017-07-01
Vietnam,12592.0,2017-07-01
United Kingdom,452787.0,2016-07-01
Japan,297205.0,2016-07-01
"China, PRC",358115.0,2016-07-01
South Korea,195374.0,2016-07-01
Brazil,146666.0,2016-07-01
Germany,200668.0,2016-07-01
France,211525.0,2016-07-01
India,119263.0,2016-07-01
Australia,122901.0,2016-07-01
Italy,97326.0,2016-07-01
Argentina,94570.0,2016-07-01
Colombia,82051.0,2016-07-01
Spain,84948.0,2016-07-01
Netherlands,98097.0,2016-07-01
Ireland,40894.0,2016-07-01
Sweden,43295.0,2016-07-01
Venezuela,57605.0,2016-07-01
Taiwan,50404.0,2016-07-01
Switzerland,69381.0,2016-07-01
Dominican Republic,45472.0,2016-07-01
Ecuador,36318.0,2016-07-01
Israel,47343.0,2016-07-01
Chile,35838.0,2016-07-01
Denmark,43975.0,2016-07-01
Costa Rica,29017.0,2016-07-01
Philippines,25349.0,2016-07-01
New Zealand,38517.0,2016-07-01
Peru,32320.0,2016-07-01
Belgium,38247.0,2016-07-01
Jamaica,47407.0,2016-07-01
Norway,30710.0,2016-07-01
Bahamas,34768.0,2016-07-01
Guatemala,18183.0,2016-07-01
Russia,25552.0,2016-07-01
Honduras,20672.0,2016-07-01
El Salvador,20506.0,2016-07-01
Poland,18379.0,2016-07-01
Austria,24967.0,2016-07-01
Nigeria,25366.0,2016-07-01
Saudi Arabia,44631.0,2016-07-01
Panama,12606.0,2016-07-01
Trinidad And Tobago,19814.0,2016-07-01
Singapore,11154.0,2016-07-01
Turkey,18487.0,2016-07-01
Hong Kong,14610.0,2016-07-01
Portugal,12810.0,2016-07-01
Finland,8978.0,2016-07-01
South Africa,11460.0,2016-07-01
Haiti,18433.0,2016-07-01
Vietnam,12063.0,2016-07-01
United Kingdom,501603.0,2015-07-01
Japan,332040.0,2015-07-01
"China, PRC",319205.0,2015-07-01
South Korea,176272.0,2015-07-01
Brazil,212975.0,2015-07-01
Germany,217080.0,2015-07-01
France,227717.0,2015-07-01
India,116325.0,2015-07-01
Australia,136695.0,2015-07-01
Italy,109810.0,2015-07-01
Argentina,82277.0,2015-07-01
Colombia,86324.0,2015-07-01
Spain,78535.0,2015-07-01
Netherlands,114334.0,2015-07-01
Ireland,46803.0,2015-07-01
Sweden,43750.0,2015-07-01
Venezuela,50616.0,2015-07-01
Taiwan,53642.0,2015-07-01
Switzerland,78182.0,2015-07-01
Dominican Republic,41101.0,2015-07-01
Ecuador,34063.0,2015-07-01
Israel,45803.0,2015-07-01
Chile,34230.0,2015-07-01
Denmark,48484.0,2015-07-01
Costa Rica,21989.0,2015-07-01
Philippines,21200.0,2015-07-01
New Zealand,36495.0,2015-07-01
Peru,31586.0,2015-07-01
Belgium,44215.0,2015-07-01
Jamaica,41515.0,2015-07-01
Norway,38157.0,2015-07-01
Bahamas,32377.0,2015-07-01
Guatemala,17021.0,2015-07-01
Russia,24075.0,2015-07-01
Honduras,18604.0,2015-07-01
El Salvador,17615.0,2015-07-01
Poland,18875.0,2015-07-01
Austria,26994.0,2015-07-01
Nigeria,24885.0,2015-07-01
Saudi Arabia,46299.0,2015-07-01
Panama,13113.0,2015-07-01
Trinidad And Tobago,19838.0,2015-07-01
Singapore,12536.0,2015-07-01
Turkey,17355.0,2015-07-01
Hong Kong,15834.0,2015-07-01
Portugal,11529.0,2015-07-01
Finland,10819.0,2015-07-01
South Africa,12685.0,2015-07-01
Haiti,13647.0,2015-07-01
Vietnam,10409.0,2015-07-01
United Kingdom,398637.0,2014-07-01
Japan,317245.0,2014-07-01
"China, PRC",282297.0,2014-07-01
South Korea,148996.0,2014-07-01
Brazil,181415.0,2014-07-01
Germany,191434.0,2014-07-01
France,209815.0,2014-07-01
India,103639.0,2014-07-01
Australia,117290.0,2014-07-01
Italy,101058.0,2014-07-01
Argentina,65214.0,2014-07-01
Colombia,82743.0,2014-07-01
Spain,77334.0,2014-07-01
Netherlands,96938.0,2014-07-01
Ireland,35985.0,2014-07-01
Sweden,42019.0,2014-07-01
Venezuela,45836.0,2014-07-01
Taiwan,53895.0,2014-07-01
Switzerland,71575.0,2014-07-01
Dominican Republic,37734.0,2014-07-01
Ecuador,31421.0,2014-07-01
Israel,40241.0,2014-07-01
Chile,27357.0,2014-07-01
Denmark,45802.0,2014-07-01
Costa Rica,17500.0,2014-07-01
Philippines,18637.0,2014-07-01
New Zealand,32478.0,2014-07-01
Peru,27339.0,2014-07-01
Belgium,38915.0,2014-07-01
Jamaica,35850.0,2014-07-01
Norway,38551.0,2014-07-01
Bahamas,29321.0,2014-07-01
Guatemala,16128.0,2014-07-01
Russia,33415.0,2014-07-01
Honduras,15923.0,2014-07-01
El Salvador,11890.0,2014-07-01
Poland,17886.0,2014-07-01
Austria,23908.0,2014-07-01
Nigeria,22966.0,2014-07-01
Saudi Arabia,29273.0,2014-07-01
Panama,10645.0,2014-07-01
Trinidad And Tobago,18832.0,2014-07-01
Singapore,11418.0,2014-07-01
Turkey,16802.0,2014-07-01
Hong Kong,15156.0,2014-07-01
Portugal,10285.0,2014-07-01
Finland,9943.0,2014-07-01
South Africa,11425.0,2014-07-01
Haiti,14198.0,2014-07-01
Vietnam,9579.0,2014-07-01
United Kingdom,385504.0,2013-07-01
Japan,332447.0,2013-07-01
"China, PRC",234125.0,2013-07-01
South Korea,151207.0,2013-07-01
Brazil,185620.0,2013-07-01
Germany,185362.0,2013-07-01
France,199600.0,2013-07-01
India,93968.0,2013-07-01
Australia,113016.0,2013-07-01
Italy,94002.0,2013-07-01
Argentina,67013.0,2013-07-01
Colombia,72609.0,2013-07-01
Spain,69168.0,2013-07-01
Netherlands,92944.0,2013-07-01
Ireland,34753.0,2013-07-01
Sweden,39797.0,2013-07-01
Venezuela,68802.0,2013-07-01
Taiwan,51194.0,2013-07-01
Switzerland,71705.0,2013-07-01
Dominican Republic,30142.0,2013-07-01
Ecuador,23413.0,2013-07-01
Israel,41688.0,2013-07-01
Chile,21945.0,2013-07-01
Denmark,42462.0,2013-07-01
Costa Rica,17125.0,2013-07-01
Philippines,19043.0,2013-07-01
New Zealand,32480.0,2013-07-01
Peru,22929.0,2013-07-01
Belgium,37073.0,2013-07-01
Jamaica,27508.0,2013-07-01
Norway,37532.0,2013-07-01
Bahamas,28433.0,2013-07-01
Guatemala,14738.0,2013-07-01
Russia,31023.0,2013-07-01
Honduras,14821.0,2013-07-01
El Salvador,10242.0,2013-07-01
Poland,15030.0,2013-07-01
Austria,23167.0,2013-07-01
Nigeria,18108.0,2013-07-01
Saudi Arabia,9789.0,2013-07-01
Panama,10222.0,2013-07-01
Trinidad And Tobago,16746.0,2013-07-01
Singapore,11413.0,2013-07-01
Turkey,13515.0,2013-07-01
Hong Kong,14109.0,2013-07-01
Portugal,9166.0,2013-07-01
Finland,9612.0,2013-07-01
South Africa,10174.0,2013-07-01
Haiti,10651.0,2013-07-01
Vietnam,7332.0,2013-07-01
United Kingdom,352644.0,2012-07-01
Japan,327354.0,2012-07-01
"China, PRC",152607.0,2012-07-01
South Korea,130245.0,2012-07-01
Brazil,142961.0,2012-07-01
Germany,179451.0,2012-07-01
France,186949.0,2012-07-01
India,63315.0,2012-07-01
Australia,96938.0,2012-07-01
Italy,96768.0,2012-07-01
Argentina,48413.0,2012-07-01
Colombia,47619.0,2012-07-01
Spain,71030.0,2012-07-01
Netherlands,90910.0,2012-07-01
Ireland,32186.0,2012-07-01
Sweden,34184.0,2012-07-01
Venezuela,46670.0,2012-07-01
Taiwan,28463.0,2012-07-01
Switzerland,74309.0,2012-07-01
Dominican Republic,23655.0,2012-07-01
Ecuador,13911.0,2012-07-01
Israel,26115.0,2012-07-01
Chile,16150.0,2012-07-01
Denmark,40834.0,2012-07-01
Costa Rica,14522.0,2012-07-01
Philippines,11676.0,2012-07-01
New Zealand,21929.0,2012-07-01
Peru,14305.0,2012-07-01
Belgium,34567.0,2012-07-01
Jamaica,17935.0,2012-07-01
Norway,32737.0,2012-07-01
Bahamas,16545.0,2012-07-01
Guatemala,11598.0,2012-07-01
Russia,18363.0,2012-07-01
Honduras,11693.0,2012-07-01
El Salvador,7858.0,2012-07-01
Poland,9059.0,2012-07-01
Austria,21072.0,2012-07-01
Nigeria,9634.0,2012-07-01
Saudi Arabia,8095.0,2012-07-01
Panama,7914.0,2012-07-01
Trinidad And Tobago,14052.0,2012-07-01
Singapore,11412.0,2012-07-01
Turkey,10724.0,2012-07-01
Hong Kong,13069.0,2012-07-01
Portugal,8799.0,2012-07-01
Finland,9921.0,2012-07-01
South Africa,8275.0,2012-07-01
Haiti,8556.0,2012-07-01
Vietnam,5243.0,2012-07-01
United Kingdom,370672.0,2011-07-01
Japan,295452.0,2011-07-01
"China, PRC",139478.0,2011-07-01
South Korea,137088.0,2011-07-01
Brazil,154197.0,2011-07-01
Germany,176882.0,2011-07-01
France,208258.0,2011-07-01
India,70021.0,2011-07-01
Australia,91145.0,2011-07-01
Italy,107013.0,2011-07-01
Argentina,51634.0,2011-07-01
Colombia,54674.0,2011-07-01
Spain,87924.0,2011-07-01
Netherlands,93693.0,2011-07-01
Ireland,35050.0,2011-07-01
Sweden,36862.0,2011-07-01
Venezuela,44551.0,2011-07-01
Taiwan,41180.0,2011-07-01
Switzerland,74331.0,2011-07-01
Dominican Republic,29531.0,2011-07-01
Ecuador,20454.0,2011-07-01
Israel,38626.0,2011-07-01
Chile,19044.0,2011-07-01
Denmark,41588.0,2011-07-01
Costa Rica,17611.0,2011-07-01
Philippines,13910.0,2011-07-01
New Zealand,26539.0,2011-07-01
Peru,18796.0,2011-07-01
Belgium,34040.0,2011-07-01
Jamaica,25114.0,2011-07-01
Norway,30758.0,2011-07-01
Bahamas,30392.0,2011-07-01
Guatemala,13285.0,2011-07-01
Russia,22212.0,2011-07-01
Honduras,13860.0,2011-07-01
El Salvador,11973.0,2011-07-01
Poland,13981.0,2011-07-01
Austria,22431.0,2011-07-01
Nigeria,9996.0,2011-07-01
Saudi Arabia,16630.0,2011-07-01
Panama,9762.0,2011-07-01
Trinidad And Tobago,17809.0,2011-07-01
Singapore,12210.0,2011-07-01
Turkey,12652.0,2011-07-01
Hong Kong,15952.0,2011-07-01
Portugal,10105.0,2011-07-01
Finland,9602.0,2011-07-01
South Africa,9009.0,2011-07-01
Haiti,10705.0,2011-07-01
Vietnam,5489.0,2011-07-01
United Kingdom,465983.0,2019-08-01
Japan,401562.0,2019-08-01
"China, PRC",372942.0,2019-08-01
South Korea,209738.0,2019-08-01
Germany,198550.0,2019-08-01
Brazil,153878.0,2019-08-01
France,216826.0,2019-08-01
India,143392.0,2019-08-01
Australia,118256.0,2019-08-01
Italy,177740.0,2019-08-01
Spain,137978.0,2019-08-01
Colombia,72418.0,2019-08-01
Argentina,71212.0,2019-08-01
Netherlands,64414.0,2019-08-01
Taiwan,45217.0,2019-08-01
Ireland,41398.0,2019-08-01
Switzerland,37228.0,2019-08-01
Israel,43879.0,2019-08-01
Ecuador,48322.0,2019-08-01
Dominican Republic,43807.0,2019-08-01
Sweden,25703.0,2019-08-01
Chile,30129.0,2019-08-01
Venezuela,39426.0,2019-08-01
Denmark,20284.0,2019-08-01
Peru,26252.0,2019-08-01
Philippines,25513.0,2019-08-01
New Zealand,30613.0,2019-08-01
Costa Rica,20656.0,2019-08-01
Belgium,26583.0,2019-08-01
Jamaica,34935.0,2019-08-01
Bahamas,47906.0,2019-08-01
Norway,14585.0,2019-08-01
Russia,21610.0,2019-08-01
Guatemala,19537.0,2019-08-01
Poland,24262.0,2019-08-01
El Salvador,17875.0,2019-08-01
Austria,19938.0,2019-08-01
Honduras,18612.0,2019-08-01
Panama,14395.0,2019-08-01
Trinidad And Tobago,24697.0,2019-08-01
Singapore,14582.0,2019-08-01
Turkey,16644.0,2019-08-01
Saudi Arabia,25461.0,2019-08-01
Hong Kong,14903.0,2019-08-01
Portugal,18744.0,2019-08-01
Nigeria,21972.0,2019-08-01
Finland,7577.0,2019-08-01
Vietnam,19309.0,2019-08-01
Czech Republic,11612.0,2019-08-01
United Arab Emirates,15612.0,2019-08-01
United Kingdom,476112.0,2018-08-01
Japan,380422.0,2018-08-01
"China, PRC",388259.0,2018-08-01
South Korea,201782.0,2018-08-01
Brazil,163429.0,2018-08-01
Germany,196918.0,2018-08-01
France,199365.0,2018-08-01
India,139491.0,2018-08-01
Australia,123037.0,2018-08-01
Italy,174002.0,2018-08-01
Argentina,75559.0,2018-08-01
Colombia,73857.0,2018-08-01
Spain,128215.0,2018-08-01
Netherlands,65512.0,2018-08-01
Ireland,41333.0,2018-08-01
Sweden,27784.0,2018-08-01
Venezuela,49207.0,2018-08-01
Taiwan,44115.0,2018-08-01
Switzerland,35893.0,2018-08-01
Dominican Republic,39277.0,2018-08-01
Ecuador,48027.0,2018-08-01
Israel,46774.0,2018-08-01
Chile,27699.0,2018-08-01
Denmark,21252.0,2018-08-01
Costa Rica,19990.0,2018-08-01
Philippines,22435.0,2018-08-01
New Zealand,31396.0,2018-08-01
Peru,25511.0,2018-08-01
Belgium,27398.0,2018-08-01
Jamaica,34406.0,2018-08-01
Norway,15537.0,2018-08-01
Bahamas,44942.0,2018-08-01
Guatemala,19153.0,2018-08-01
Russia,22549.0,2018-08-01
Honduras,17605.0,2018-08-01
El Salvador,16581.0,2018-08-01
Poland,21723.0,2018-08-01
Austria,20084.0,2018-08-01
